pair_ID	data	sentence_A_En	sentence_B_En	entailment_label_En	relatedness_score_En	corr_entailment_labelAB_En	corr_entailment_labelBA_En	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	relatedness_score_Ja	image_ID	original_caption	semtag_short	semtag_long
540								孤独な自転車乗りが空中にジャンプしている	男性が水の入ったプールの中に跳び込んでいる	neutral					
963								小さな犬が緑の芝生の上で遊んでいる	幼少の子供が緑の芝生の上で緑色のおもちゃの犬で遊んでいる	neutral					
4440								三人の男性が川の上に架かるロープと木の橋を歩いて渡っている	三人の人が川の上に架かるロープと木の橋を歩いて渡っている	entailment					
1559								何台かのカメラのそばにいる男性がガスバーナーに息を吹きかけている	ある人が何台かのカメラをガスバーナーで焼いている	neutral					
1881								赤ちゃんがくしゃみをしていて別の赤ちゃんを脅えさせている	赤ちゃんがくしゃみをしていて別の赤ちゃんを怖がらせている	entailment					
767								その男性は、海の近くにあるスイミングプールに子供を放り込んでいる	海で泳いでいる子供が、その男性の近くで、コインをプールの中に放り込んでいる	neutral					
3924								タトゥーが白いセーターを着た女性によりティーンエイジャーの手に描かれている	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	entailment					
3817								ある人が山の頂上に立っている	一人の男性がその後ろに雲がある岩山の頂上に立っている	neutral					
3976								小さな女の子が微笑んでいて、偽の鼻と眼鏡を着けている	ピンク色のトップスを着たブロンドの女の子は、微笑んでおらず、大きな鼻が付いた面白い眼鏡をかけていない	neutral					
553								五人の子供たちが木造小屋の中で立っている	五人の子供たちが寄り添って立っていて、一人の子供が銃を持っている	neutral					
2812								それらのドラムはその男性に叩かれている	男性はそれらのドラムを叩いている	entailment					
3454								何人かの女性たちがピンク色のウサギの耳を外していて、左側を指さしている	女性たちがウサギの耳とレース番号を身に着けていて、遠くにある何かを指さしている	neutral					
1539								ある人がカメラのレンズを釘にぶつけている	男性はカメラで釘を打ちつけていない	neutral					
4479								女性がバルコニーの出っ張りに寄りかかっている	白い口ひげの生えた男性がバルコニーに立っていて、下の道路を見ている	neutral					
2829								女性がいくらかのネバネバしたものをボウルに入れている	女性はパスタを皿に入れている	neutral					
2932								ある人が観客の前で情熱的にギターを弾いている	女性がジャガイモの皮をむいている	neutral					
3345								パレードで歩いているチアリーダーの大きなグループはいない	チアリーダーたちは列をなして行進していて、黒、ピンク、白のユニフォームを着ている	neutral					
228								人形で遊んでいる犬は一匹もいない	犬が人形を食べている	neutral					
1656								男性がヘルメットをかぶっていて、ダンスをしている	男性が固い帽子をかぶっていて、ダンスをしている	neutral					
1717								サッカー選手たちがサッカーボールをゴールに蹴り込んでいる	サッカーボールをゴールに蹴り込んでいるサッカー選手は一人もいない	contradiction					
3338								金色の毛並みをした犬が不器用に水の中を泳いでいる	犬が湖で泳いでいて、太陽がそれに照りつけている	neutral					
1068								猫が、動作中の天井の扇風機にひっかかっている	扇風機にぶら下がっている猫は一匹もいない	neutral					
1578								男性が一枚の皿を洗っている	女性はタマネギをナイフで薄切りにしている	neutral					
4266								フル装備のレーサーがスポンサーのロゴの付いたヘルメットをかぶっていて、赤いスポーツ用オートバイに乗っている	モトクロスのユニフォームを着た男性がヘルメットをかぶっていて、赤いオートバイに乗る	neutral					
2108								水差しを水で満たしている男の子は一人もいない	男の子が水差しを水で満たしている	contradiction					
4430								シャツを着ていない男性が公園でハイキングをしている女の子と一緒にポーズをとっている	シャツを着ていない人が公園でハイキングをしている女の子と一緒にポーズをとっている	entailment					
4250								馬が競走していない	犬たちが走路で競争している	neutral					
4065								白いラリーカーが泥を空中に跳ね上げていて、走路のカーブに近づいている	黒いラリーカーが泥を空中に跳ね上げていて、走路のカーブに近づいている	neutral					
1093								機械がナイフの刃を研いでいる	機械が鉛筆を尖らせている	neutral					
1756								女の子は小さくて、ステージでグランドピアノを弾いている	小さな女の子がステージでグランドピアノを弾いている	entailment					
1819								大きな緑色のボールがジャガイモにぶつかっている	ボールは緑色で大きくて、ジャガイモにぶつかっている	entailment					
3097								男性は草地の上でゲームをしている	草原で草を食べているサイは一頭もいない	neutral					
3148								女性がヌードルを水の中で煮ている	ある人が水の中のヌードルをかき混ぜている	neutral					
3576								男性が上げた手にマスクを持っている	黒い服を上品に着た男性が精巧なマスクを着けている	neutral					
2016								女性がバレーボールをレシーブしている	女性がネットごしにバレーボールをサーブしている	neutral					
741								濃い黒色の犬と薄い茶色の犬が裏の庭で遊んでいる	茶色の犬と黒い犬が草原で走っている	neutral					
5								五人の子供たちが木造小屋の前に立っている	五人の子供たちが木造小屋の中で立っている	contradiction					
3466								二人の人が黄金で作られた像を見ている	二人の人が黄金の像を見ている	entailment					
2943								二頭のパンダが一緒に横たわっている	二頭のパンダの赤ちゃんが遊んでいる	neutral					
1765								二匹の猫が一緒に寝そべっている	二匹の猫がお互いと喧嘩をしている	neutral					
2556								タマネギの皮をむいている男性は一人もいない	男性がタマネギの皮をむいている	contradiction					
901								二人の人が群衆の近くで情熱的にキスしている	女性が男性にキスされている	neutral					
3126								火の近くでダンスをしている女性は一人もいない	女性がトマトを切っている	neutral					
2365								ある人が動物の腹を掻いている	ある人が動物の背中を掻いている	contradiction					
1280								男の子が幸せそうにピアノを弾いている	ピアノがある人に弾かれている	entailment					
1458								男性はジャガイモを薄切りにしている	ジャガイモの皮をむいている女性は一人もいない	neutral					
720								男性がテーブルに向かって心地よく座っている	染められた黒いシャツを着た男性がテーブルに向かって座って笑っている	neutral					
4881								男の子が砂地を走り抜けている	縞模様のシャツを着た女の子が砂の丘の上で裸足で走っている	neutral					
4528								大人数のグループの人々が立っていて、二人がカウチに座っている	少人数のグループの人々が立っていて、二人がカウチに座っている	contradiction					
3261								茶色と黒の犬が落ち葉の中を走っている	庭を走り抜けている色のついた毛並みをした犬は一匹もいない	neutral					
2055								ある人が鍋でオクラをゆでている	オクラが鍋で調理されている	neutral					
1993								女性はボウルの中の卵をかき混ぜている	女性はボウルの中の卵をかき混ぜていない	contradiction					
2452								男が馬に乗っていない	男が馬に乗っている	contradiction					
3246								茶色の犬と赤い犬が海辺で悲しそうに座っている	茶色の犬と赤い犬が海辺で遊び戯れている	neutral					
2602								オートバイに乗った男性が芸をしている	ある人がオートバイに乗って芸をしている	entailment					
1961								パンがその男性に薄切りにされている	女性はハーブを薄切りにしている	neutral					
1291								ライオンが囲いの中で疲れた様子でゆっくり歩いている	ライオンは囲いの中を疲れた様子でゆっくり歩いている	entailment					
4522								ビキニを着た女性が海岸で革ひもにつながれた犬を引っぱっている	ビキニを着た女性が海辺で革ひもにつながれた犬を引っぱっている	entailment					
608								カウガールが馬に乗って樽のところで曲がっている	栗毛の馬はロデオ競技の赤い樽の近くにいる	neutral					
1427								インタビューがその男性により許可されている	男性はインタビューを許可している	entailment					
4339								五人の人が道路のそばの緑の野原で三匹の犬と一緒に走っている	五人の人が道路のそばの緑の野原で三匹の犬と一緒に立っている	neutral					
1474								数人の男性がクリケットを観ている	数人の男性がクリケットをしている	neutral					
2499								男性が木片を壁にネジ留めしている	女性をマッサージしている男性は一人もいない	neutral					
1374								熱烈な男性はギター奏者である	女の子がギターを弾いている	neutral					
2842								トラが歩き回っている	トラの子供が音を立てている	neutral					
3206								大きな白い鶴が水場の近くを飛んでいる	白い鳥が水場から勢いよく飛び立っている	neutral					
4967								若い女性がギターを弾いている	男性がいくらかの料理を用意している	neutral					
1341								男性は自動車を運転している	男性に掃除されている窓は一つもない	neutral					
406								女の子は赤い髪と眉毛をしていて、耳にいくつかのピアスを着け、背中にタトゥーはない	赤い髪と赤い眉毛の女の子が会話の途中だ	neutral					
1027								男性が群衆の前にあるステージの上で酔っぱらっている	男性がステージの上で話している	neutral					
4718								二人の子供が打ち寄せる波の中で遊んでいない	二人の子供が打ち寄せる波の中で遊んでいる	contradiction					
4062								二匹の白い犬が、一匹の茶色の犬とボールで遊んでいる	二匹の白い犬と一匹の茶色の犬がおもちゃを追いかけている	neutral					
1973								女性がジャガイモの皮をむいている	ジャガイモが女性に皮をむかれている	entailment					
1766								何匹かの猫たちがお互いと遊んでいる	二匹の猫がお互いと喧嘩をしている	neutral					
1138								赤ちゃんが泣いている	男性が運動をしている	neutral					
4075								四人のアスリートが混雑したスタジアムの中である男性と一緒にいる	四人のアスリートが混雑したスタジアムの中である人と一緒にいる	entailment					
4544								水着を着た幼い女の子が海辺で飛び跳ねている	ビキニを着た女の子が砂丘で遊んでいる	neutral					
389								傘の下の男の子が、青いコートを着ている父親に抱きしめられている	子供が新しい世界を体験している	neutral					
3039								男性が空の革ブーツのつま先を刀で断ち切っている	男性がブーツを刃物で切っている	entailment					
1565								男性はアコースティックギターを弾いている	一人の男性がギターを弾いている	neutral					
2141								何人かの水泳選手が水の中に突っ込んでいる	何人かの水泳選手が水の中に跳び込んでいる	neutral					
1612								女性がケージの中で美しくダンスをしている	女性がケージの中でダンスをしている	entailment					
1833								男の子がそのキーボードを練習している	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	neutral					
2864								女の子が手話でコミュニケーションしている	幼い男の子が手話を使っている	neutral					
4041								馬に乗った男性が走路を走っていて、手を振っている	オートバイに乗った人は片腕を挙げている	neutral					
1526								男の子はギターを弾いている	子供がギターを弾いている	neutral					
3291								その波はサーファーに乗られている	黄色のシャツを着た女性がピンク色のサーブボードでサーフィンをしている	neutral					
4363								黒い犬と小さな白と黒の犬がキッチンの調理台を見上げている	大きな犬と小さな犬が調理台の隣に立っていて、匂いをかいでいる	neutral					
892								人々が海のそばの砂でいっぱいの浜から遠くにいて、晴れた日に悩まされている	人々の集団が海岸にいる	neutral					
3998								犬は茶色のライトにぶつかっている	大きな犬が急勾配の丘をよじ登っている	neutral					
4080								アジア人の女性が毛皮のスカーフをつかんでいる	毛皮のスカーフをつかんでいるアジア人の女性は一人もいない	contradiction					
4903								パンダは竹を食べていない	自転車に乗った男性が一つの車輪だけで走っている	neutral					
1867								ある人が猫にブラシをかけている	ある人が猫の毛を櫛でとかしている	entailment					
2765								女性が鍋の中の何かを油で炒めている	男性がそのギターを弾いていない	neutral					
3637								二人の男性、一人の女性、そして二人の幼い男の子が、ビルの外側の人々の大きな集会の前で目的もなく立っている	温かい衣服を着た大群衆がカメラに向かってポーズをとっている	neutral					
1361								その歌手はある女性のためにアコースティックコンサートでギターを弾いている	ある人がギターを弾きながら歌っている	neutral					
3895								紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	フットボール選手が、フットボールを運んでいる役員のそばを走り過ぎている	neutral					
906								シャボン玉が破裂して、その女の子の赤いシャツを染めている	幼い女の子は大きなシャボン玉を膨らませている	neutral					
574								大人数のアジア人のグループがレストランで食事をしている	様々な客が紫色の照明のある混雑したレストランで食事をしている	neutral					
186								男性がそのドラムを叩いている	男性がそのドラムを練習している	neutral					
3788								麦わら帽子をかぶった男性は煙草を吸っている	煙草が麦わら帽子をかぶった男性に吸われている	entailment					
4732								犬が風で吹き飛ばされている砂の中にいない	犬が風で吹き飛ばされている砂の中にいる	contradiction					
381								大勢の男性たちは泥でいっぱいのフィールドでラグビーをしている	何人かの男性がラグビーをしている	entailment					
1412								一人の男性がインターネットカメラで女の子に話しかけている	一人の男性がインターネットカメラで女の子とおしゃべりをしている	neutral					
1545								タマネギを切っている人は一人もいない	ある人がタマネギを切っている	contradiction					
3370								トナカイの耳を着けた白い犬は茶色の犬の近くにいる	白い犬はトナカイの耳を着けておらず、茶色の犬の近くにいない	contradiction					
1744								男性がニンジンをナイフで薄切りにしている	女性はタマネギを薄切りにしていない	neutral					
1994								ある人が卵を割っている	婦人はボウルの中の卵をかき混ぜている	neutral					
1869								女性がブロッコリーを刻んでいる	女性はニンニクを刻んでいない	neutral					
2797								みじん切りにしたチーズをピザに振りかけている男性は一人もいない	男性がいくらかのチーズをピザにかけている	contradiction					
760								怖がっている小さな男の子がクライミングウォールの上にいる	怖がっている小さな男の子が地面の上にいる	contradiction					
727								自転車乗りが裸になっている	自転車乗りが黒い衣服を着ている	contradiction					
4171								何人かの若い人々が写真のためにポーズをとっていて、ビールをつかんでいる	何人かの年を取った人々が写真のためにポーズをとっていて、ビールをつかんでいる	neutral					
2465								ワニの口を撫でている男性は一人もいない	男性がワニの口を撫でている	contradiction					
291								赤ちゃんがおもちゃで遊んでいる	トラの赤ちゃんがボールで遊んでいる	neutral					
4188								茶色と白の犬が赤、黄色、白のハードルを飛び越えている	茶色と白の犬が赤、黄色、白のハードルの下を通っている	contradiction					
817								紫色の帽子をかぶった男性は動画を撮るカメラを操作している	カメラを持った男性がその被写体を観察している	neutral					
1239								そのジャガイモは女性に皮を剥かれている	一人の女性がジャガイモの皮を剥いている	entailment					
838								男性が草に水をやっていて、興奮して犬と遊んでいる	犬が興奮して草地で水遊びをしている	neutral					
3412								バイクがある人に乗られている	黒と赤のユニフォームを着たバイク乗りがダートバイクの上に立っている	neutral					
383								緑色のサッカーのユニフォームを着ていて草地の上で走っている小さな男の子は一人もいない	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	contradiction					
2275								女性は小さなカンガルーを持ち上げている	女性がカンガルーの赤ちゃんを持ち上げている	neutral					
492								二人の人が一台のバイクに乗っている	練習をしているジャンパーがある人のスノーボードを空中に放り投げている	neutral					
4898								男の子が橋を歩いて渡っている	ある人が野菜をボウルの中でかき混ぜている	neutral					
2239								若い男性たちが何人かの人々の前でダンスをしている	二人の男性が大勢の人々の前でボクサーと一緒に面白い寸劇をしている	neutral					
3928								女の子が手からタトゥーを取り除いている	白いセータを着た女性はティーンエイジャーの手にタトゥーを描いている	neutral					
627								大勢の人々が水域の近くにいる	大勢の人々が水域から離れている	contradiction					
2440								ある人が紙を引き裂いている	ある人がシーツを引き裂いている	neutral					
3092								トラの赤ちゃんがボールで遊んでいる	赤ちゃんが人形で遊んでいる	neutral					
4473								二匹の犬が公園をゆっくりと歩いて通っている	二匹の犬が公園をすばやく走り抜けている	neutral					
4890								二人の幼い男の子がカメラを見上げていて、一人が舌を突き出している	小さな男の子がカメラに向かって舌を突き出していて、別の男の子が見ていない	neutral					
2451								男性が靴の紐をほどいている	男性が靴の紐を結んでいる	contradiction					
4651								制服を着た女の子がバンドと一緒にフルートを吹いている	あるバンドの女の子がフルートを吹いている	entailment					
3165								犬が地面の上を走っている	女の子が指の爪を軽くたたいている	neutral					
1643								ある人がキノコをナイフで切っている	ある人がいくつかのキノコを切っている	neutral					
3634								雪のマウンドの上で宙返りをしているスノーボーダーは一人もいない	スノーボーダーが雪のマウンドの上で宙返りをしている	contradiction					
937								赤いシャツを着た男の子が長くて青い壁の前にいて、カメラに向かって疑わしげに片眉を上げている	赤いシャツを着た男の子が長くて青い壁の裏側にいて、カメラに向かって片眉を下げてている	contradiction					
128								数匹のフェレットがケージから這い出ている	フェレットが棚から這い降りている	neutral					
2080								男性がそのフルートを下に置いている	男性はギターを弾いている	neutral					
1957								女性はパン粉のついたポークチョップを油で炒めている	女性がパン粉のついたポークチョップを調理している	entailment					
2484								ボウルの中身は男性に混ぜ合わされている	男性はボウルの中身を混ぜ合わせている	entailment					
4856								オレンジ色のシャツを着て道化師のメイクをした女性が公園の中に立っていて、他の人たちが見物している	オレンジ色のシャツを着て道化師のメイクをした女の子が公園の中に立っていて、他の人たちが見物している	neutral					
2162								女性はカンガルーの赤ちゃんを取り上げて抱いている	女性はカンガルーの赤ちゃんを持ち上げて抱いている	neutral					
748								その子供たちは大きな扉の前で遊んでいない	男の子たちのグループが木製の大きな扉の前でボール遊びをしている	neutral					
3465								幼少の男の子が森の中で立っている	幼い子供が何本かの木の前に立っている	neutral					
2334								男性がトランポリンの上でバク転をしている	トランポリンの上でジャンプしている子供は一人もいない	neutral					
1960								男性はパンを薄切りにしている	女性がハーブを薄切りにしている	neutral					
693								女性がサーフィンをして波に乗っている	ブロンドの女の子がサーフィンをしている	neutral					
4108								水着を着た子供たちが水の中で遊んでいる	男の子たちは水着を着ていて、水が周りに飛び散っている	neutral					
2848								女性がそのトランペットを吹いている	男性がそのトランペットを吹いている	neutral					
2518								何人かの男性たちが喧嘩をしている	あるグループの男性たちが喧嘩をしている	neutral					
716								染められた黒いシャツを着た男性がテーブルに向かって座って笑っている	黒く染められたシャツを着てテーブルに向かって座って笑っている男性は一人もいない	contradiction					
2700								小さな女の子がキックボードを売っている	小さな女の子がキックボードを足で押し進めている	neutral					
342								精巧なマスクを着けている黒い服を着た男性は一人もいない	黒い服を着た男性が精巧なマスクを着けている	contradiction					
3707								一人の東洋人の男性と二人の女性がカメラの方を向いている	そのグループの人々は一緒に立っていて、カメラを見ている	neutral					
1555								婦人はチーズをそのソースに加えている	女性はチーズをそのソースから取り除いている	neutral					
938								青い建物の前で、障害を持つ人々のために予約されたスペースの中に立っている男の子は一人もいない	男の子が、青い建物の前で、障害を持つ人々のために予約されたスペースの中に立っている	contradiction					
4930								男性はほとんど不毛の地面でオートバイの後輪走行をしている	水鉄砲を持っている子供は一人もいない	neutral					
350								ラグビー選手がお互いにタックルしていない	サッカー選手が自分の対戦相手にタックルされている	neutral					
3846								男性が列車で座っていて、顔に手を押し当てて休息している	毛深い男性は列車で座っている	neutral					
2249								男性たちはリングの中で拳での殴り合いをしている	誰もリングの中で拳での殴り合いをしていない	contradiction					
2539								男の子がハサミで草を切っている	子供がハサミで草を切っている	entailment					
974								ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっていない	contradiction					
997								犬が公園でスケートボードに乗っている	犬がスケートボードに乗っている	entailment					
2859								ある人がシーツを畳んでいる	ある人が一枚の紙を折りたたんでいる	neutral					
3138								男性はギターを弾いている	男性はその楽器を演奏している	neutral					
1855								男性が低い壁から跳び下りている	男性が壁を跳び越えている	contradiction					
4943								女の子は馬に乗って早足に駆けている	オートバイに乗った男性が後輪走行をしていない	neutral					
4460								三人の男性が山腹に座っていて、一対の双眼鏡で景色を見ている	三人の男性が丘の上で座っていて、山々と空を見ている	neutral					
2126								男性たちはスーツケースを車のトランクの中に入れている	男性たちはスーツケースを車のトランクに詰め込んでいない	neutral					
1384								男性はその馬に乗っている	男性がオートバイに乗っている	neutral					
1126								男性がキーボードを弾いている	ミュージシャンがキーボードを弾いている	neutral					
2642								ある人がいくらかのニンニクを切っている	タマネギを薄切りにしている人は一人もいない	neutral					
3174								材料が女性によりボウルに注ぎ込まれている	女性はそのオイルに味付けをしている	neutral					
2056								誰も鍋でオクラを調理していない	ある人が鍋でオクラをゆでている	neutral					
2912								男性がそれらのドラムを叩いている	そのギターは男性に弾かれている	neutral					
4907								ライオンがゆっくり動き回っている	ある人がニンジンをばらばらに薄切りにしている	neutral					
1481								男性がいくつかの薄切りにされバターを塗られたパンの塊に調味料を振りかけている	男性が何切れかのパンからガーリックを取り除いている	neutral					
14								ハイカーが山の頂上にいて、喜びのダンスをしている	ハイカーが山の頂上にいて、ダンスをしている	entailment					
2347								野菜を切っている女性は一人もいない	女性が野菜を切っている	contradiction					
4015								筋骨たくましい黒人の男性はダンスをしていて、彼の後ろにいる男性は緑色のビーズ飾りを着けている	縞模様の半ズボンをはいてサングラスをかけたシャツを着ていない男性は、白いシャツを着てサングラスをかけた男性の近くに立っていない	neutral					
647								犬が別の犬を追いかけていて、口に木片をくわえている	二匹の犬が走っていて口で物を運んでいる	entailment					
4852								シャツを着ていない男性が舗装道路に沿って馬車を引いている馬に付き添っている	シャツを着ていない女性が馬車を引いている馬を導いている	neutral					
2430								男性がバナナを食べている	ある人がバナナの皮を取り除いている	neutral					
2726								男性が電子メールを読んでいる	電子メールを読んでいる男性は一人もいない	contradiction					
2938								二頭のパンダの赤ちゃんが遊んでいる	二頭の幼獣が遊んでいる	entailment					
1277								フルートが女の子に吹かれている	一人の女性がフルートの練習をしている	neutral					
2379								男性がフルートを吹いている	エレクトロニックキーボードを弾いている男性は一人もいない	neutral					
4309								バイクに乗ったモーターサイクリストが傾いて鋭いコーナーに入っている	オートバイに乗った男性がコーナーを回っている	neutral					
2399								年を取っている女性が男性と握手をしている	男性と女性が握手をしている	entailment					
494								家族が自動販売機で何かを買っている	スーツを着た男性がマイクのところに立っていて、歌っている	neutral					
1376								女の子がギターを弾いている	男性は熱烈にギターを弾いている	neutral					
110								ある人がタマネギを細かく切っている	ある人がニンジンをばらばらに薄切りにしている	neutral					
2648								女の子が髪を整えている	女の子が髪をクシャクシャにしている	contradiction					
4600								幼い黒人の子供がいくつかのバケツの近くの水域の端に立っている	幼い黒人の子供がいくつかのバケツの近くの水域の端で待っている	neutral					
3464								子供は幼く見えて、何本かの木の前に立っている	幼少の男の子が森の中で立っている	neutral					
1115								男性がバターを刻んで容器に入れている	車エビが女性に切られている	neutral					
2344								男性はその板の上の絵をきれいに消している	男性はその板の上の絵を消している	entailment					
425								灰色の毛の柔らかな犬が草地で横たわっていて、茶色の犬が見つめている	茶色の犬は乾いた草地で横たわっている黒い犬を見つけている	neutral					
542								孤独な自転車乗りが空中にジャンプしている	男性が空っぽのプールの中に跳び込んでいる	neutral					
924								紫色に染められたシャツを着た男性が黒いシャツを着て滑稽な表情をしている男性を見ている	ポーズをとって別の男性に見られている男性は一人もいない	neutral					
2125								男性たちはスーツケースを車のトランクの中に入れている	男性たちはスーツケースを車のトランクの中に置いている	entailment					
2500								男性が女性をマッサージしている	男性が木片を壁にネジ留めしている	neutral					
4773								茶色の子犬が地面の中に差し込まれている木製の柱をかじっている	茶色の子犬が柱に噛みついている	entailment					
2722								何かを油で炒めている女性は一人もいない	女性が何かを油で炒めている	contradiction					
1184								男性が木を拾い上げている	木が男性に拾い上げられている	entailment					
434								あるグループの人々がサウンドミキシングテーブルの周りに立っている	何人かの人々が音響機器を見ている	neutral					
1561								それらのカメラに火をつけている人は一人もいない	ある人が何台かのカメラをガスバーナーで焼いている	contradiction					
3429								毛が長くて赤いベストを着た犬が草地で座っている	毛が長くて赤いベストを着た犬が草地で走っている	neutral					
319								黄色の犬がよく晴れた日に白い雪の上で走っている	黄色の犬が晴れた日に白い雪の上で走っている	entailment					
2386								人々が歌っていて、道化師がダンスをしている	道化師が歌っている	neutral					
4843								犬が湖から出てきている	茶色と白の犬が川の中を走っている	neutral					
39								あるグループの人々が防護服を身に着けている	あるグループの人々が防護のために使用される服を身に着けている	entailment					
3607								二匹の犬が海辺で元気よく遊んでいる	二匹の犬が海辺で遊んでいる	entailment					
2194								馬が男性に小川の中で乗られている	男性は小川のそばで馬に乗っている	entailment					
4214								二匹の犬が丈の高い草の中を走っている	二匹の大きな犬が草で覆われた野原で遊び戯れている	neutral					
2173								女性がダンスをしていて、男性がキーボードを弾いている	女性がステージでダンスをしている	neutral					
1818								男性は木のそばでバナナを食べている	バナナが男性に食べられている	entailment					
2214								男性が沼地から上がっている	ある人が水の中から出てきている	neutral					
822								花嫁と花婿が結婚式の後で出発している	結婚したカップルが通路を歩いている	neutral					
3059								猫が小さなボトルで遊んでいる	ボトルがその猫に舐められている	neutral					
1682								男性が大急ぎでガレージの中の車に乗り込んでいる	男性がガレージにある車に乗り込んでいる	entailment					
1636								男性が竹のフルートを吹いている	フルートがその男性に吹かれている	entailment					
1190								男性がギターを弾いている	ある人がトランペットの吹かれるのを聴いている	neutral					
254								ある人がいくらかのニンニクを切っている	ある人がタマネギを薄切りにしている	neutral					
4436								あるグループの人々がサウンドミキシングテーブルの周りに立っていない	あるグループの人々がサウンドミキシングテーブルの周りに立っている	contradiction					
4810								小さな黒と白の犬が棒を運んでいて、泳いでいる	大きな黒と白の犬が棒を運んでいて、泳いでいる	neutral					
579								モーターサイクリストが危険なやり方でオートバイに乗って車道を通っている	モーターサイクリストがオートバイに乗って車道を通っている	entailment					
2853								男性がそのトランペットを吹いている	ある人がヒキガエルをもてあそんでいる	neutral					
2064								男性がダンスをしている	男性が話している	neutral					
4692								木製のパネル壁の前にいる二人の男性と一人の女の子が面白い顔をしてポーズをとっている	仲間たちはカメラに向かってしかめっ面をしている	neutral					
2472								男性がギターを弾いている	女性が口紅を塗っている	neutral					
1108								ある人が古いオートバイに乗っている	ある人がオートバイに乗っている	entailment					
4769								小さな茶色と白の斑点のある犬が街路上にあるジャケットの上に横たわっている	犬は公園で一休みしている	neutral					
1907								子猫が飽きてきている	子猫が青いロープのおもちゃで遊んでいる	neutral					
808								カメラを持った男性がその被写体を観察している	カメラを持って被写体を観察している男性は一人もいない	contradiction					
270								ドアが男性に開けられている	男性がタマネギを切っている	neutral					
4557								ハート模様の付いたタンクトップを着た幼い女の子が滑りながら両手を挙げている	ブロンドの子供が滑り台を降りていて、両腕を挙げている	neutral					
2578								女性がタマネギを薄切りにしている	女性がニンニクを薄切りにしている	neutral					
4198								大人たちと子供たちは屋外の座席列の近くに寄せ集められている	大人たちと子供たちは屋外の座席列の近くに集められている	entailment					
4133								二人の人がカラフルなバスケットと毛布を運んでいて、ビルの近くを歩いている	二人の人がいっぱいに入ったバスケットとカラフルな毛布を持って歩いている	neutral					
337								ピンク色のセーターを着た小さな子供がコンクリートの階段を上っている	幼少の子供が屋外にいて、草で覆われたエリアにある階段を上っている	neutral					
64								ある人がオートバイの近くで立っている	ある人がタマネギを刻んでいる	neutral					
1003								ウミガメが魚を探している	亀は魚を追いかけていない	neutral					
3257								茶色と黒の犬が落ち葉の中を走っている	犬と黒人男性が茶色の落ち葉の中を走っている	neutral					
464								あるグループの人々が街路を歩いていて、緑色の帽子をかぶった人が電話をしている	四人の人が街の歩道に沿って歩いていて、そのうちの緑色の帽子をかぶった一人が誰かと電話している	neutral					
2535								ギターを弾いている男性は一人もいない	男性が歌いながらギターを弾いている	contradiction					
893								人々が海のそばの砂でいっぱいの浜にいて、晴れた一日を楽しんでいる	人々の集団が海岸にいる	neutral					
646								二匹の犬が走っていて口でおもちゃを運んでいる	二匹の犬が走っていて口で物を運んでいる	entailment					
1353								子猫はいくらかのミルクをボウルから熱心に飲んでいる	一人の小さな子供がカップに水を満たしている	neutral					
2620								象が女性に乗られている	女性がソーダを開けていてそれを飲んでいる	neutral					
1209								男性は注意深くマウスを餌として蛇に与えている	男性は慎重にマウスを餌として蛇に与えている	entailment					
455								犬が草地の上で回っていて、飛んでいるテニスボールを追いかけている	黄色の犬がボールを追いかけている	neutral					
3492								四人の人が深い雪の中を苦労して歩いていて、太陽が沈んでいる	四人の人が深い雪の中を歩いていて、太陽が沈んでいる	entailment					
1324								トレイの上の食物は子猫たちに食べられていない	何匹かの子猫が食べている	neutral					
960								犬が空中にジャンプして赤いボールを捕まえている	犬が空中にある赤いボールの近くにいる	entailment					
1228								女の子がジャンプしている自動車の上にいる	その女の子は向こう見ずに自動車に飛び乗っている	neutral					
3155								動物がある人の指に噛みついている	動物がある人の指を噛んでいる	entailment					
3325								栄養不良に見える犬が後ろ脚で立っていて、跳ぶ準備をしている	栄養不良に見える犬は後ろ脚で立っていて、跳ぶ準備をしている	entailment					
3478								黄褐色の犬は池で泳いでいる茶色の犬を見ている	黄褐色の犬は池で泳いでいる茶色の犬を見ていない	contradiction					
2510								猫がカウチの下に仰向けに滑り込んでいる	動物が一つの家具の下に潜り込んでいる	entailment					
4454								子供が黄色のジャケットを着ていて、岩から跳び下りている	幼い男の子が水の中に跳び込んでいる	neutral					
1865								ある人が猫にブラシをかけている	誰も猫にブラシをかけていない	contradiction					
544								四人の子供たちが体育館でバックベンドをしている	四人の子供たちが公園でバックベンドをしている	neutral					
3768								黒で染められたシャツを着た女性が蛍光性の緑色のバッグの隣に座っている	女性が携帯電話で話していて、財布と黄色のバッグを近くの棚に保持している	neutral					
10								白い服を着てダンスをしている女の子は一人もいない	白い服を着た女の子がダンスをしている	contradiction					
798								裏庭にいる犬が、黒い毛皮を口にくわえたバスケットの中に入れて運んでいる	たぶん松である木のそばにいる犬がバケツに噛みついている	neutral					
