pair_ID	data	sentence_A_En	sentence_B_En	entailment_label_En	relatedness_score_En	corr_entailment_labelAB_En	corr_entailment_labelBA_En	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	relatedness_score_Ja	image_ID	original_caption	semtag_short	semtag_long
5515	test	A man is playing the drums	A man is playing guitar	neutral	3.5			男性がそれらのドラムを叩いている	男性がギターを弾いている	neutral	2.3			Anaphora	Anaphora;それら;名詞,代名詞,一般,*
5516	test	A man is drawing on a digital dry erase board	A man is drawing on a board	entailment	4.6			男性がデジタルホワイトボードに絵を描いている	男性がボードに絵を描いている	entailment	4.0				
5517	test	A man is not drawing on a digital dry erase board	A man is drawing on a digital dry erase board	contradiction	3.0			男性がデジタルホワイトボードに絵を描いていない	男性がデジタルホワイトボードに絵を描いている	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
5518	train	A man is drawing some figures	A person is drawing some figures	entailment	4.6			男性がいくつかの図を描いている	ある人がいくつかの図を描いている	entailment	4.3			Disjunction#Quantification	Quantification;ある;連体詞,*,*,*#Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5519	test	A man is drawing some figures	A man is erasing some figures	neutral	4.0			男性がいくつかの図を描いている	男性がいくつかの図を消している	neutral	3.3			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5520	train	A man is drawing on a digital dry erase board	A person is drawing some figures	neutral	3.2			男性がデジタルホワイトボードに絵を描いている	ある人がいくつかの図を描いている	neutral	3.3			Disjunction#Quantification	Quantification;ある;連体詞,*,*,*#Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5521	train	A man is erasing some figures	A man is drawing on a digital dry erase board	neutral	3.0			男性がいくつかの図を消している	男性がデジタルホワイトボードに絵を描いている	contradiction	2.3			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5522	train	A man is drawing on a board	A man is drawing some figures	neutral	3.5			男性がボードに絵を描いている	男性がいくつかの図を描いている	neutral	3.3			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5523	train	A man is not drawing on a digital dry erase board	A man is drawing some figures	neutral	2.7			男性がデジタルホワイトボードに絵を描いていない	男性がいくつかの図を描いている	neutral	2.0			Disjunction#Negation#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Negation;ない;助動詞,*,*,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5524	test	A man is drawing some figures	A man is drawing on a digital dry erase board	neutral	3.7			男性がいくつかの図を描いている	男性がデジタルホワイトボードに絵を描いている	neutral	3.3			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
5525	train	A woman is cutting onions	A woman is chopping onions	entailment	4.5	neutral	entailment	女性がタマネギを切っている	女性がタマネギを切り刻んでいる	neutral	3.7				
5526	train	A woman is cutting onions	There is no woman cutting onions	contradiction	3.4			女性がタマネギを切っている	タマネギを切っている女性は一人もいない	contradiction	3.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5527	test	A woman is slicing tofu	A woman is cutting tofu	entailment	4.8			女性が豆腐を薄切りにしている	女性が豆腐を切っている	entailment	4.3				
5528	test	A woman is cutting tofu	A woman is not cutting tofu	contradiction	3.4			女性が豆腐を切っている	女性が豆腐を切っていない	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
5529	test	A woman is slicing tofu	A woman is cutting onions	neutral	3.1			女性が豆腐を薄切りにしている	女性がタマネギを切っている	neutral	3.3				
5530	train	A woman is cutting onions	A woman is not cutting tofu	neutral	3.2			女性がタマネギを切っている	女性が豆腐を切っていない	neutral	2.3			Negation	Negation;ない;助動詞,*,*,*
5531	train	A woman is cutting tofu	A woman is chopping onions	neutral	2.9			女性が豆腐を切っている	女性がタマネギを切り刻んでいる	neutral	3.0				
5532	train	A woman is cutting tofu	There is no woman cutting onions	neutral	3.5			女性が豆腐を切っている	タマネギを切っている女性は一人もいない	neutral	2.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5533	train	A woman is cutting tofu	A woman is cutting onions	neutral	3.7			女性が豆腐を切っている	女性がタマネギを切っている	neutral	3.3				
5534	train	A group of people are dancing at a concert	A group of people are dancing in a show	entailment	4.2			あるグループの人々がコンサートでダンスをしている	あるグループの人々がショーでダンスをしている	entailment	4.3			Quantification	Quantification;ある;連体詞,*,*,*
5535	train	A group of people are not dancing at a concert	A group of people are dancing at a concert	contradiction	3.2			あるグループの人々がコンサートでダンスをしていない	あるグループの人々がコンサートでダンスをしている	contradiction	4.0			Negation#Quantification	Quantification;ある;連体詞,*,*,*#Negation;ない;助動詞,*,*,*
5536	test	A group of people are marching	A group of people are walking	entailment	3.9			あるグループの人々が行進している	あるグループの人々が歩いている	entailment	4.3			Quantification	Quantification;ある;連体詞,*,*,*
5537	train	A group of people are marching	A group of people are standing	neutral	3.9			あるグループの人々が行進している	あるグループの人々が立っている	neutral	3.0			Quantification	Quantification;ある;連体詞,*,*,*
5538	train	A group of people are walking	A group of people are dancing at a concert	neutral	2.6			あるグループの人々が歩いている	あるグループの人々がコンサートでダンスをしている	neutral	2.7			Quantification	Quantification;ある;連体詞,*,*,*
5539	test	A group of people are dancing at a concert	A group of people are standing	neutral	2.5			あるグループの人々がコンサートでダンスをしている	あるグループの人々が立っている	neutral	2.3			Quantification	Quantification;ある;連体詞,*,*,*
5540	trial	A group of people are dancing in a show	A group of people are marching	neutral	2.3			あるグループの人々がショーでダンスをしている	あるグループの人々が行進している	neutral	2.3			Quantification	Quantification;ある;連体詞,*,*,*
5541	test	A group of people are not dancing at a concert	A group of people are marching	neutral	2.0			あるグループの人々がコンサートでダンスをしていない	あるグループの人々が行進している	neutral	1.7			Negation#Quantification	Quantification;ある;連体詞,*,*,*#Negation;ない;助動詞,*,*,*
5542	test	A group of people are dancing at a concert	A group of people are marching	neutral	3.1			あるグループの人々がコンサートでダンスをしている	あるグループの人々が行進している	neutral	2.3			Quantification	Quantification;ある;連体詞,*,*,*
5543	test	A man is working on the laptop	A man is working on the computer	entailment	4.6			男性がラップトップで仕事をしている	男性がコンピューターで仕事をしている	entailment	4.3				
5544	test	There is no man working on the laptop	A man is working on the laptop	contradiction	3.7			ラップトップで仕事をしている男性は一人もいない	男性がラップトップで仕事をしている	contradiction	3.7			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5545	train	The man is feeding the snake with a mouse	The man is feeding the snake with an animal	entailment	4.6			男性は蛇にマウスを餌として与えている	男性は蛇に動物を餌として与えている	entailment	4.3				
5546	train	The man is feeding the snake with a mouse	The man is not feeding the snake with a mouse	contradiction	3.3			男性は蛇にマウスを餌として与えている	男性は蛇にマウスを餌として与えていない	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
5547	test	A man is working on the laptop	The man is feeding the snake with an animal	neutral	1.1			男性がラップトップで仕事をしている	男性は蛇に動物を餌として与えている	neutral	1.7				
5548	train	A man is working on the laptop	The man is not feeding the snake with a mouse	neutral	1.1			男性がラップトップで仕事をしている	男性は蛇にマウスを餌として与えていない	neutral	1.3			Negation	Negation;ない;助動詞,*,*,*
5549	train	A man is working on the computer	The man is feeding the snake with a mouse	neutral	1.1			男性がコンピューターで仕事をしている	男性は蛇にマウスを餌として与えている	neutral	1.7				
5550	test	The man is feeding the snake with a mouse	There is no man working on the laptop	neutral	1.1			男性は蛇にマウスを餌として与えている	ラップトップで仕事をしている男性は一人もいない	neutral	1.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5551	test	The man is feeding the snake with a mouse	A man is working on the laptop	neutral	1.0			男性は蛇にマウスを餌として与えている	男性がラップトップで仕事をしている	neutral	1.7				
5552	train	A boy is playing on a toy phone	A boy is playing on a toy	entailment	4.6			男の子がおもちゃの電話で遊んでいる	男の子がおもちゃであそんでいる	entailment	4.3				
5553	train	A girl is playing on a toy phone	A boy is playing on a toy phone	neutral	3.5	contradiction	contradiction	女の子がおもちゃの電話で遊んでいる	男の子がおもちゃの電話で遊んでいる	neutral	3.7				
5554	train	The man is aiming a gun	The man is handling a gun	entailment	4.3			男性は銃の照準を合わせている	男性は銃を扱っている	entailment	4.0				
5555	train	The man is aiming a gun	The man is drawing a gun	entailment	4.2			男性は銃の照準を合わせている	男性は銃の絵を描いている	contradiction	2.3				
5556	train	A boy is playing on a toy phone	The man is handling a gun	neutral	1.0			男の子がおもちゃの電話で遊んでいる	男性は銃を扱っている	neutral	1.0				
5557	test	A boy is playing on a toy phone	The man is drawing a gun	neutral	1.2			男の子がおもちゃの電話で遊んでいる	男性は銃の絵を描いている	neutral	1.0				
5558	train	A boy is playing on a toy	The man is aiming a gun	neutral	1.1			男の子がおもちゃであそんでいる	男性は銃の照準を合わせている	neutral	1.3				
5559	test	The man is aiming a gun	A girl is playing on a toy phone	neutral	1.0			男性は銃の照準を合わせている	女の子がおもちゃの電話で遊んでいる	neutral	1.0				
5560	train	A boy is playing on a toy phone	The man is aiming a gun	neutral	1.1			男の子がおもちゃの電話で遊んでいる	男性は銃の照準を合わせている	neutral	1.0				
5561	train	A horse is being ridden by a girl	A girl is riding a horse	entailment	4.8			馬が女の子に乗られている	女の子が馬に乗っている	entailment	4.7			Passive	Passive;れる;動詞,接尾,*,*
5562	test	There is no girl riding a horse	A girl is riding a horse	contradiction	4.1			馬に乗っている女の子は一人もいない	女の子が馬に乗っている	contradiction	4.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5563	train	The girl is trotting on the horse	The person is trotting on the horse	entailment	4.1			女の子は馬に乗って早足に駆けている	その人は馬に乗って早足に駆けている	entailment	4.0			Anaphora	Anaphora;その;連体詞,*,*,*
5564	test	The boy is trotting on the horse	The girl is trotting on the horse	neutral	2.8	contradiction	contradiction	男の子は馬に乗って早足に駆けている	女の子は馬に乗って早足に駆けている	neutral	3.7				
5565	train	A girl is riding a horse	The person is trotting on the horse	neutral	3.7			女の子が馬に乗っている	その人は馬に乗って早足に駆けている	neutral	2.7			Anaphora	Anaphora;その;連体詞,*,*,*
5566	test	A girl is riding a horse	The boy is trotting on the horse	neutral	3.8			女の子が馬に乗っている	男の子は馬に乗って早足に駆けている	neutral	2.3				
5567	test	The girl is trotting on the horse	A horse is being ridden by a girl	entailment	4.5			女の子は馬に乗って早足に駆けている	馬が女の子に乗られている	entailment	3.3			Passive	Passive;れる;動詞,接尾,*,*
5568	train	There is no girl riding a horse	The girl is trotting on the horse	contradiction	3.3			馬に乗っている女の子は一人もいない	女の子は馬に乗って早足に駆けている	contradiction	2.7			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5569	train	The girl is trotting on the horse	A girl is riding a horse	entailment	4.4			女の子は馬に乗って早足に駆けている	女の子が馬に乗っている	entailment	3.7				
5570	test	A man is breaking a slab of concrete with a sledge hammer	A man is breaking a block of concrete with a sledge hammer	entailment	4.7			男性がコンクリートの厚板を大ハンマーで割っている	男性がコンクリートのブロックを大ハンマーで割っている	neutral	3.7				
5571	test	A man is breaking a slab of concrete with a sledge hammer	There is no man breaking a slab of concrete with a sledge hammer	contradiction	4.5			男性がコンクリートの厚板を大ハンマーで割っている	コンクリートの厚板を大ハンマーで割っている男性は一人もいない	contradiction	4.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5572	test	The man is using a sledgehammer to break a concrete block that is on another man	The man is using a sledgehammer to break a concrete block that is on another person	entailment	4.7			男性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	男性は大ハンマーを使って、別の人の上にあるコンクリートブロックを割っている	entailment	4.3				
5573	test	The woman is using a sledgehammer to break a concrete block that is on another man	The man is using a sledgehammer to break a concrete block that is on another man	neutral	3.4			女性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	男性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	neutral	3.7				
5574	test	The man is using a sledgehammer to break a concrete block that is on another person	A man is breaking a slab of concrete with a sledge hammer	entailment	4.4			男性は大ハンマーを使って、別の人の上にあるコンクリートブロックを割っている	男性がコンクリートの厚板を大ハンマーで割っている	neutral	3.3				
5575	train	A man is breaking a slab of concrete with a sledge hammer	The woman is using a sledgehammer to break a concrete block that is on another man	neutral	2.7			男性がコンクリートの厚板を大ハンマーで割っている	女性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	neutral	3.3				
5576	test	The man is using a sledgehammer to break a concrete block that is on another man	A man is breaking a block of concrete with a sledge hammer	entailment	4.5			男性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	男性がコンクリートのブロックを大ハンマーで割っている	entailment	4.0				
5577	test	There is no man breaking a slab of concrete with a sledge hammer	The man is using a sledgehammer to break a concrete block that is on another man	contradiction	3.5			コンクリートの厚板を大ハンマーで割っている男性は一人もいない	男性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	neutral	2.7			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5578	test	The man is using a sledgehammer to break a concrete block that is on another man	A man is breaking a slab of concrete with a sledge hammer	entailment	4.5			男性は大ハンマーを使って、別の男性の上にあるコンクリートブロックを割っている	男性がコンクリートの厚板を大ハンマーで割っている	neutral	3.3				
5579	test	A dog is barking at a ball	An animal is barking at a ball	entailment	4.2			犬がボールに吠えている	動物がボールに吠えている	entailment	4.3				
5580	train	A dog is barking at a ball	There is no dog barking at a ball	contradiction	3.8			犬がボールに吠えている	ボールに吠えている犬は一匹もいない	contradiction	4.0			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5581	test	A dog is swimming after a tennis ball	A dog is swimming after a ball	entailment	4.4			犬がテニスボールの後を追って泳いでいる	犬がボールの後を追って泳いでいる	entailment	4.3				
5582	train	A dog is swimming after a tennis ball	A cat is swimming after a tennis ball	neutral	4.0			犬がテニスボールの後を追って泳いでいる	猫がテニスボールの後を追って泳いでいる	neutral	3.7				
5583	test	A dog is swimming after a ball	A dog is barking at a ball	neutral	3.3			犬がボールの後を追って泳いでいる	犬がボールに吠えている	neutral	2.7				
5584	train	A dog is barking at a ball	A cat is swimming after a tennis ball	neutral	2.2			犬がボールに吠えている	猫がテニスボールの後を追って泳いでいる	neutral	1.7				
5585	test	A dog is swimming after a tennis ball	An animal is barking at a ball	neutral	2.1			犬がテニスボールの後を追って泳いでいる	動物がボールに吠えている	neutral	2.0				
5586	train	There is no dog barking at a ball	A dog is swimming after a tennis ball	neutral	2.8			ボールに吠えている犬は一匹もいない	犬がテニスボールの後を追って泳いでいる	neutral	1.3			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5587	train	A dog is swimming after a tennis ball	A dog is barking at a ball	neutral	3.1			犬がテニスボールの後を追って泳いでいる	犬がボールに吠えている	neutral	2.3				
5588	trial	A cupcake is being eaten by a girl	A girl is eating a cupcake	entailment	5.0			カップケーキが女の子に食べられている	女の子がカップケーキを食べている	entailment	5.0			Passive	Passive;られる;動詞,接尾,*,*
5589	test	A girl is eating a cupcake	A boy is eating a cupcake	neutral	3.9	contradiction	contradiction	女の子がカップケーキを食べている	男の子がカップケーキを食べている	neutral	3.7				
5590	test	A woman is eating a cupcake	A woman is eating a cake	neutral	4.0			女性がカップケーキを食べている	女性がケーキを食べている	entailment	4.3				
5591	train	A woman is eating a cupcake	A woman is not eating a cupcake	contradiction	3.7			女性がカップケーキを食べている	女性がカップケーキを食べていない	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
5592	test	A girl is eating a cupcake	A woman is eating a cake	neutral	3.4			女の子がカップケーキを食べている	女性がケーキを食べている	entailment	4.0				
5593	train	A girl is eating a cupcake	A woman is not eating a cupcake	neutral	2.5			女の子がカップケーキを食べている	女性がカップケーキを食べていない	contradiction	3.3			Negation	Negation;ない;助動詞,*,*,*
5594	test	A cupcake is being eaten by a girl	A woman is eating a cupcake	neutral	3.9			カップケーキが女の子に食べられている	女性がカップケーキを食べている	entailment	4.0			Passive	Passive;られる;動詞,接尾,*,*
5595	train	A boy is eating a cupcake	A woman is eating a cupcake	neutral	3.8			男の子がカップケーキを食べている	女性がカップケーキを食べている	neutral	3.7				
5596	test	A girl is eating a cupcake	A woman is eating a cupcake	neutral	3.8	entailment	neutral	女の子がカップケーキを食べている	女性がカップケーキを食べている	entailment	4.0				
5597	test	A man is talking	A man is speaking	entailment	4.9			男性がしゃべっている	男性が話している	entailment	4.7				
5598	test	A man is speaking	There is no man speaking	contradiction	3.1			男性が話している	話している男性は一人もいない	contradiction	3.7			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5599	test	A man is spitting	A person is spitting	entailment	4.7			男性が唾を吐いている	ある人が唾を吐いている	entailment	4.7			Quantification	Quantification;ある;連体詞,*,*,*
5600	test	There is no man spitting	A man is spitting	contradiction	3.8			唾を吐いている男性は一人もいない	男性が唾を吐いている	contradiction	3.7			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5601	test	A man is speaking	A person is spitting	neutral	2.2			男性が話している	ある人が唾を吐いている	neutral	1.0			Quantification	Quantification;ある;連体詞,*,*,*
5602	train	There is no man spitting	A man is speaking	neutral	2.1			唾を吐いている男性は一人もいない	男性が話している	neutral	1.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5603	train	A man is talking	A man is spitting	neutral	2.3			男性がしゃべっている	男性が唾を吐いている	neutral	1.7				
5604	train	There is no man speaking	A man is spitting	neutral	2.2			話している男性は一人もいない	男性が唾を吐いている	neutral	1.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5605	test	A man is spitting	A man is speaking	neutral	2.8			男性が唾を吐いている	男性が話している	neutral	1.7				
5606	test	A man is playing keyboards	A man is playing an instrument	entailment	4.3			男性がキーボードを弾いている	男性が楽器を演奏している	entailment	4.0				
5607	train	A man is playing keyboards	A man is not playing keyboards	contradiction	3.9			男性がキーボードを弾いている	男性がキーボードを弾いていない	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
5608	train	A man is riding a rodeo bull	A man is riding a mechanical bull	neutral	3.9			男性がロデオの雄牛に乗っている	男性が機械の雄牛に乗っている	neutral	3.7				
5609	train	A man is falling off a mechanical bull	A man is riding a mechanical bull	neutral	4.1			男性が機械の雄牛から落ちている	男性が機械の雄牛に乗っている	contradiction	3.0				
5610	train	A man is playing keyboards	A man is riding a rodeo bull	neutral	1.3			男性がキーボードを弾いている	男性がロデオの雄牛に乗っている	neutral	1.3				
5611	test	A man is playing keyboards	A man is falling off a mechanical bull	neutral	1.4			男性がキーボードを弾いている	男性が機械の雄牛から落ちている	neutral	1.3				
5612	train	A man is riding a mechanical bull	A man is playing an instrument	neutral	1.0			男性が機械の雄牛に乗っている	男性が楽器を演奏している	neutral	1.3				
5613	train	A man is not playing keyboards	A man is riding a mechanical bull	neutral	1.1			男性がキーボードを弾いていない	男性が機械の雄牛に乗っている	neutral	1.0			Negation	Negation;ない;助動詞,*,*,*
5614	train	A man is playing keyboards	A man is riding a mechanical bull	neutral	1.1			男性がキーボードを弾いている	男性が機械の雄牛に乗っている	neutral	1.3				
5615	train	A man is cutting a boot with a sword	A man is cutting a boot with a blade	entailment	4.7			男性がブーツを刀で切っている	男性がブーツを刃物で切っている	entailment	4.3				
5616	test	A man is cutting a boot with a sword	There is no man cutting a boot with a sword	contradiction	3.3			男性がブーツを刀で切っている	ブーツを刀で切っている男性は一人もいない	contradiction	3.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5617	train	A person is severing the toe of an empty leather boot with a sword	A man is severing the toe of an empty leather boot with a sword	entailment	4.8	neutral	entailment	ある人が空の革ブーツのつま先を刀で断ち切っている	男性が空の革ブーツのつま先を刀で断ち切っている	neutral	4.3			Quantification	Quantification;ある;連体詞,*,*,*
5618	train	A man is severing the toe of an empty leather boot with a sword	A woman is severing the toe of an empty leather boot with a sword	neutral	4.0			男性が空の革ブーツのつま先を刀で断ち切っている	女性が空の革ブーツのつま先を刀で断ち切っている	neutral	3.7				
5619	train	A person is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	entailment	4.0	neutral	neutral	ある人が空の革ブーツのつま先を刀で断ち切っている	男性がブーツを刀で切っている	neutral	3.7			Quantification	Quantification;ある;連体詞,*,*,*
5620	train	A woman is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	entailment	3.6	neutral	neutral	女性が空の革ブーツのつま先を刀で断ち切っている	男性がブーツを刀で切っている	neutral	2.7				
5621	train	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a blade	entailment	4.2			男性が空の革ブーツのつま先を刀で断ち切っている	男性がブーツを刃物で切っている	entailment	3.7				
5622	test	There is no man cutting a boot with a sword	A man is severing the toe of an empty leather boot with a sword	contradiction	3.7			ブーツを刀で切っている男性は一人もいない	男性が空の革ブーツのつま先を刀で断ち切っている	contradiction	3.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5623	train	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	entailment	4.2			男性が空の革ブーツのつま先を刀で断ち切っている	男性がブーツを刀で切っている	entailment	4.0				
5624	train	A chef is cleaning a bowl of soup	A bowl of soup is being cleaned by a chef	entailment	4.8			シェフがスープのボウルを洗っている	スープのボウルがシェフに洗われている	entailment	4.7			Passive	Passive;れる;動詞,接尾,*,*
5625	test	A chef is cleaning a bowl of soup	A chef is getting a bowl of soup dirty	neutral	3.3			シェフがスープのボウルを洗っている	シェフがスープのボウルを汚している	contradiction	3.0				
5626	test	A man is wiping the edge of a bowl	A man is cleaning the edge of a bowl	entailment	4.9			男性がボウルの縁を拭っている	男性がボウルの縁をきれいにしている	entailment	4.7				
5627	train	A man is wiping the edge of a bowl	There is no man wiping the edge of a bowl	contradiction	3.4			男性がボウルの縁を拭っている	ボウルの縁を拭っている男性は一人もいない	contradiction	3.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5628	test	A chef is cleaning a bowl of soup	A man is cleaning the edge of a bowl	neutral	3.5			シェフがスープのボウルを洗っている	男性がボウルの縁をきれいにしている	neutral	2.7				
5629	test	There is no man wiping the edge of a bowl	A chef is cleaning a bowl of soup	neutral	2.7			ボウルの縁を拭っている男性は一人もいない	シェフがスープのボウルを洗っている	neutral	2.3			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
5630	test	A bowl of soup is being cleaned by a chef	A man is wiping the edge of a bowl	neutral	3.5			スープのボウルがシェフに洗われている	男性がボウルの縁を拭っている	neutral	2.7			Passive	Passive;れる;動詞,接尾,*,*
5631	test	A chef is getting a bowl of soup dirty	A man is wiping the edge of a bowl	neutral	3.2			シェフがスープのボウルを汚している	男性がボウルの縁を拭っている	neutral	1.3				
5632	train	A chef is cleaning a bowl of soup	A man is wiping the edge of a bowl	neutral	3.6			シェフがスープのボウルを洗っている	男性がボウルの縁を拭っている	neutral	2.3				
5633	train	The guitar is being played by a kid	A kid is playing the guitar	entailment	4.8			そのギターは子供に弾かれている	子供がそのギターを弾いている	entailment	5.0			Passive#Anaphora	Anaphora;その;連体詞,*,*,*#Passive;れる;動詞,接尾,*,*
5634	train	A kid is playing the piano	A kid is playing the guitar	neutral	3.0			子供がそのピアノを弾いている	子供がそのギターを弾いている	neutral	3.7			Anaphora	Anaphora;その;連体詞,*,*,*
5635	test	A young boy is singing and playing a guitar	A kid is singing and playing a guitar	entailment	4.5			幼い男の子が歌いながらギターを弾いている	子供が歌いながらギターを弾いている	entailment	4.3			Conjunction	Conjunction;ながら;助詞,接続助詞,*,*
5636	test	A young boy is singing and playing a guitar	There is no young boy singing and playing a guitar	contradiction	3.6			幼い男の子が歌いながらギターを弾いている	歌いながらギターを弾いている幼い男の子は一人もいない	contradiction	4.0			Conjunction#Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5637	train	A kid is singing and playing a guitar	A kid is playing the guitar	entailment	4.2			子供が歌いながらギターを弾いている	子供がそのギターを弾いている	entailment	4.0			Conjunction#Anaphora	Anaphora;その;連体詞,*,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5638	test	A kid is playing the guitar	There is no young boy singing and playing a guitar	neutral	3.4			子供がそのギターを弾いている	歌いながらギターを弾いている幼い男の子は一人もいない	neutral	2.7			Conjunction#Negation#Numerical#Anaphora	Anaphora;その;連体詞,*,*,*#Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5639	test	A young boy is singing and playing a guitar	The guitar is being played by a kid	entailment	4.4			幼い男の子が歌いながらギターを弾いている	そのギターは子供に弾かれている	entailment	3.3			Conjunction#Passive#Anaphora	Anaphora;その;連体詞,*,*,*#Passive;れる;動詞,接尾,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5640	train	A young boy is singing and playing a guitar	A kid is playing the piano	neutral	2.5			幼い男の子が歌いながらギターを弾いている	子供がそのピアノを弾いている	neutral	2.7			Conjunction#Anaphora	Anaphora;その;連体詞,*,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5641	train	A young boy is singing and playing a guitar	A kid is playing the guitar	entailment	4.4			幼い男の子が歌いながらギターを弾いている	子供がそのギターを弾いている	entailment	3.7			Conjunction#Anaphora	Anaphora;その;連体詞,*,*,*#Conjunction;ながら;助詞,接続助詞,*,*
5642	train	Someone is stirring a pot of chili with a spoon	A pot of chili is being stirred by someone with a spoon	entailment	5.0			ある人がチリの鍋をスプーンでかき混ぜている	チリの鍋がある人にスプーンでかき混ぜられている	entailment	5.0			Passive#Quantification	Passive;られる;動詞,接尾,*,*#Quantification;ある;連体詞,*,*,*
5643	train	Nobody is stirring a pot of chili with a spoon	Someone is stirring a pot of chili with a spoon	contradiction	3.7			誰もチリの鍋をスプーンでかき混ぜていない	ある人がチリの鍋をスプーンでかき混ぜている	contradiction	4.0			Negation#Quantification	Quantification;誰;名詞,代名詞,一般,*#Negation;ない;助動詞,*,*,*#Quantification;ある;連体詞,*,*,*
5644	test	Someone is stirring chili in a kettle	Someone is stirring chili in a pot	entailment	4.2			ある人がヤカンの中のチリをかき混ぜている	ある人が鍋の中のチリをかき混ぜている	neutral	3.7			Quantification	Quantification;ある;連体詞,*,*,*
5645	train	Someone is not stirring chili in a kettle	Someone is stirring chili in a kettle	contradiction	3.5			ある人がヤカンの中のチリをかき混ぜていない	ある人がヤカンの中のチリをかき混ぜている	contradiction	4.0			Negation#Quantification	Quantification;ある;連体詞,*,*,*#Negation;ない;助動詞,*,*,*
5646	train	Someone is stirring a pot of chili with a spoon	Someone is stirring chili in a pot	entailment	4.5			ある人がチリの鍋をスプーンでかき混ぜている	ある人が鍋の中のチリをかき混ぜている	entailment	4.0			Quantification	Quantification;ある;連体詞,*,*,*
