pair_ID	case_particles	rephrase_type	sentence_A_Ja	sentence_B_Ja	sentence_A_Ja_origin	entailment_label_origin	relatedness_score_Ja_origin	entailment_label_Ja	entailment_label_Ja1	entailment_label_Ja2	entailment_label_Ja3	relatedness_score_Ja	relatedness_score_Ja1	relatedness_score_Ja2	relatedness_score_Ja3	naturalness_Ja1	naturalness_Ja2	naturalness_Ja3
8761_wo_c	wo	c	男の子を黄色のジャケットが着ていて、岩から跳び下りている	子供が黄色のジャケットを着ていて、岩から跳び下りている	男の子が黄色のジャケットを着ていて、岩から跳び下りている	entailment	4.3	neutral	neutral	neutral	neutral	3.7	4.0	3.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
6949_ni_c	ni	c	緑色の服を着たブロンドの男の子にブランコが座っている	緑色の服を着たブロンドの男の子がブランコの上に立っている	緑色の服を着たブロンドの男の子がブランコに座っている	neutral	3.7	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
533_wo_d	wo	d	一人の男性黒いヘルメットかぶっていて、自転車を押している	男性が黒い自転車に乗っている別の男性の方にヘルメットを押している	一人の男性が黒いヘルメットをかぶっていて、自転車を押している	neutral	1.7	neutral	neutral	neutral	neutral	2.7	4.0	2.0	2.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8776_ni_c	ni	c	幼児にプラスチック製のスクーターのおもちゃが乗っている	幼い子供が三輪スクーターに乗って歩道を走っている	幼児がプラスチック製のスクーターのおもちゃに乗っている	neutral	3	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
5146_wo_c	wo	c	男性をトランプの手品がしている	男性が水遊びをしている	男性がトランプの手品をしている	neutral	1.7	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2437_de_c	de	c	キーボードに向かっている男性で鼻が弾いている	男性がキーボードを鼻で弾いている	キーボードに向かっている男性が鼻で弾いている	neutral	3.5	neutral	neutral	neutral	neutral	2.7	4.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3307_wo_c	wo	c	飛行機を空が飛んでいる	飛行機が地上に配置されている	飛行機が空を飛んでいる	neutral	2.5	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
101_de_o	de	o	戸外で四人の女の子たちがバックエンドをして遊んでいる	四人の女の子たちが屋内でバックエンドをして遊んでいる	四人の女の子たちが戸外でバックエンドをして遊んでいる	contradiction	4	neutral	neutral	neutral	contradiction	4.0	4.0	4.0	4.0			文Aが不自然　文Bが不自然
1058_de_d	de	d	その人砂地の走路オートバイに乗っている	その人は砂地の上の走路でオートバイに乗っている	その人は砂地の走路でオートバイに乗っている	entailment	5	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
9585_de_d	de	d	婦人その画家の画架の隣絵筆を持っている	その画家の画架の隣で絵筆を持っている婦人は一人もいない	婦人はその画家の画架の隣で絵筆を持っている	contradiction	3.7	contradiction	contradiction	neutral	contradiction	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
1916_ni_o	ni	o	男性に窓は掃除されている	男性は自動車を運転していない	窓は男性に掃除されている	neutral	2	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0		文Aが不自然	
8513_ni_o	ni	o	ベンチに白と黒の服を着ている二人の女性が座っている	二人の人が晴れた日に公園のベンチに座っている	白と黒の服を着ている二人の女性がベンチに座っている	neutral	2.7	neutral	neutral	neutral	neutral	3.0	3.0	2.0	4.0			
3817_ni_d	ni	d	トウガラシ女性ナイフで薄切りにされている	女性が緑色のトウガラシを薄切りにしている	トウガラシが女性にナイフで薄切りにされている	neutral	3.5	neutral	neutral	neutral	neutral	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4389_ni_d	ni	d	男馬乗っている	馬が男に乗られている	男が馬に乗っている	entailment	5	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8655_de_o	de	o	パレードでその人々は立っている	あるグループの人々が品評会のスタンドに集まっている	その人々はパレードで立っている	neutral	1	neutral	neutral	neutral	neutral	1.3	1.0	1.0	2.0			
6245_ni_c	ni	c	茶色い犬に空中が跳んでいる	栄養不良に見える犬が後ろ脚で立っていて、跳ぶ準備をしている	茶色い犬が空中に跳んでいる	neutral	2	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
4039_ni_o	ni	o	シードゥーに女性が乗っている	女性がシードゥーを停めている	女性がシードゥーに乗っている	neutral	2.5	neutral	neutral	neutral	contradiction	3.3	4.0	2.0	4.0			
9590_wo_o	wo	o	絵をその青いカバーオールを着た男の子は描いている	婦人はその画家の画架の隣で絵筆を持っている	その青いカバーオールを着た男の子は絵を描いている	neutral	1.7	neutral	neutral	neutral	neutral	1.3	1.0	1.0	2.0			
5001_wo_c	wo	c	猫を引き出しが開けていて、中に跳び込んでいる	猫が引き出しを開けていて、中に潜り込んでいる	猫が引き出しを開けていて、中に跳び込んでいる	neutral	3.7	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
7956_ni_o	ni	o	コートの床の上にバスケットボール選手がいて、別の選手にボールがつかまれている	二人のバスケットボール選手がコートでボールを奪い合っている	バスケットボール選手がコートの床の上にいて、ボールが別の選手につかまれている	entailment	3.7	neutral	neutral	neutral	entailment	3.3	3.0	3.0	4.0			
8261_de_d	de	d	高齢の男性と女性海の近くの遊歩道バイクに乗っている	中年の男性と女性がバイクに乗って水域のそばの道路を走っている	高齢の男性と女性が海の近くの遊歩道でバイクに乗っている	neutral	2.7	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
7945_de_c	de	c	白いＴシャツを着た男の子で浅い水の中が飛沫を飛ばしている	白いＴシャツを着た子供が浅い水の中で飛沫を飛ばしている	白いＴシャツを着た男の子が浅い水の中で飛沫を飛ばしている	entailment	4.3	neutral	entailment	neutral	neutral	3.3	4.0	2.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3035_de_o	de	o	プラスチックの容器でその子犬は遊んでいる	その子犬はプラスチックで作られた容器で遊んでいる	その子犬はプラスチックの容器で遊んでいる	entailment	5	entailment	entailment	entailment	entailment	4.7	4.0	5.0	5.0			
5638_wo_c	wo	c	子供をそのギターが弾いている	歌いながらギターを弾いている幼い男の子は一人もいない	子供がそのギターを弾いている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9382_wo_c	wo	c	選手たちをバスケットボールを奪うための駆け引きが行っている	緑色の服を着た男性がサッカーボールを蹴っていて、紫色と白の服を着た男性が転んでいる	選手たちはバスケットボールを奪うための駆け引きを行っている	neutral	2.3	neutral	neutral	neutral	neutral	1.7	1.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2446_wo_c	wo	c	サイの赤ちゃんを大人のサイの後が追っている	小さなサイが大人のサイの後を追っている	サイの赤ちゃんが大人のサイの後を追っている	neutral	4	neutral	neutral	neutral	contradiction	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2892_wo_c	wo	c	男性を重いものが上げている	重いものがその男性に上げられている	男性は重いものを上げている	entailment	5	neutral	neutral	neutral	contradiction	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
5057_ni_c	ni	c	ジャガイモに男性が切られている	男性がジャガイモを切っている	ジャガイモが男性に切られている	entailment	5	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
6465_de_c	de	c	二人の男性で海岸がオレンジ色のいかだに乗っている	救助ボートはオレンジ色で、水の上を突進している	二人の男性が海岸でオレンジ色のいかだに乗っている	neutral	2	neutral	neutral	neutral	neutral	2.0	3.0	2.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
1141_wo_o	wo	o	クルマエビを女性が衣に浸けている	女性がエビを衣に浸けている	女性がクルマエビを衣に浸けている	entailment	4	entailment	entailment	entailment	entailment	4.3	4.0	4.0	5.0			
972_wo_c	wo	c	紫色に染められたシャツを着た男性を黒いシャツを着て滑稽な表情をしている男性が見ている	ポーズをとっている男性が別の男性に見られている	紫色に染められたシャツを着た男性が黒いシャツを着て滑稽な表情をしている男性を見ている	neutral	2	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0			
7112_ni_d	ni	d	子供赤と黄色のおもちゃの自動車の中座っている	幼少の女の子がおもちゃの自動車に乗っている	子供が赤と黄色のおもちゃの自動車の中に座っている	neutral	3.3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
1243_wo_c	wo	c	女性をジャガイモの皮がむいている	ジャガイモの皮をむいている女性は一人もいない	女性がジャガイモの皮をむいている	contradiction	4	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
7249_ni_o	ni	o	蛍光性の緑色のバッグの隣に黒いシャツを着た女性が座っている	女性が携帯電話で大声で話していて、財布と黄色のバッグを近くの棚に保持している	黒いシャツを着た女性が蛍光性の緑色のバッグの隣に座っている	neutral	1	neutral	neutral	neutral	neutral	1.7	2.0	1.0	2.0			
9047_de_d	de	d	大きな白い犬雪の中跳び上がっている	大きな黒い犬が雪の多いエリアの上の空中にジャンプしている	大きな白い犬が雪の中で跳び上がっている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8357_ni_d	ni	d	人々赤い部屋ある四角いテーブルの席についている	何人かの人々が明るい部屋にある小型のテーブルの席についている	人々が赤い部屋にある四角いテーブルの席についている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	4.0	2.0	2.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8250_wo_c	wo	c	何人かの若いダートバイカーをダートバイクが砂地の丘に上げている	若い男性がモトクロスバイクをダートヒルに上げている	何人かの若いダートバイカーがダートバイクを砂地の丘に上げている	neutral	3.7	neutral	neutral	neutral	neutral	2.0	3.0	2.0	1.0	文Ａの助詞が不自然。		文Aが不自然
8256_de_o	de	o	海の近くの遊歩道で若い男性と女性がバイクに乗っている	高齢の男性と女性が海の近くの遊歩道でバイクに乗っている	若い男性と女性が海の近くの遊歩道でバイクに乗っている	neutral	3.3	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0			
9835_de_o	de	o	青いマットの上で二人の子供が武道をやっている	黄褐色の犬がやぶを走り抜けている	二人の子供が青いマットの上で武道をやっている	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0			
6787_wo_d	wo	d	黒い服を着た男性精巧なマスク着けている	マスクが男性により彼の上げた手に持たれている	黒い服を着た男性が精巧なマスクを着けている	neutral	2.3	neutral	neutral	neutral	contradiction	2.3	3.0	2.0	2.0	文Ａが不自然。助詞が抜けている。		文Aが不自然
7500_wo_o	wo	o	赤いジャケットをある人が着ていて、ビールを持っている	女性は赤いジャケットを着ていて、白いＴシャツを着た男性の前でグラスを持っている	ある人が赤いジャケットを着ていて、ビールを持っている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0			
710_ni_d	ni	d	二人の大きな人公園のベンチの近く立っていて、彼らの間には何も置いてない	一人の男性と一人の女性が心地よさそうにベンチに座っている	二人の大きな人が公園のベンチの近くに立っていて、彼らの間には何も置いてない	neutral	2	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
5344_ni_d	ni	d	男性ボウルの中の水調味料を加えている	男性はそれらのソーセージに味付けをしている	男性はボウルの中の水に調味料を加えている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
9353_de_c	de	c	三人の女性で村が走っている	三人の女性が金網の壁の近くで一緒に座っている	三人の女性が村で走っている	neutral	2.3	neutral	neutral	neutral	contradiction	1.7	2.0	1.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8667_de_o	de	o	街路でローラーブレーダーのグループが散らばっている	ローラーブレーダーたちが隊列を組んで丘を滑り降りている	ローラーブレーダーのグループが街路で散らばっている	neutral	1.3	neutral	neutral	neutral	contradiction	2.7	2.0	3.0	3.0		文Aが不自然	
9959_wo_o	wo	o	赤い色を犬がしたボールの近くにいて、そのボールは空中にある	男性がギターを弾いている	犬が赤い色をしたボールの近くにいて、そのボールは空中にある	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9063_de_d	de	d	犬山腹立っている	黒い犬が草で覆われた丘の中腹で立っている	犬が山腹で立っている	neutral	3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4827_wo_c	wo	c	男性をジャガイモが細かく薄切りにしている	ジャガイモを細かく薄切りにしている男性は一人もいない	男性がジャガイモを細かく薄切りにしている	contradiction	4	neutral	neutral	neutral	neutral	2.3	3.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9978_wo_c	wo	c	抜け目のないアナグマを土が掘っている	女性が豆腐を薄切りにしている	抜け目のないアナグマが土を掘っている	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3842_de_d	de	d	男性小川のそば馬に乗っている	男性が馬に乗っている	男性は小川のそばで馬に乗っている	entailment	3.5	entailment	entailment	neutral	entailment	4.0	4.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
6850_de_d	de	d	二人の幼少の子供街路ぶらぶら遊んでいる	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	二人の幼少の子供が街路でぶらぶら遊んでいる	neutral	1	neutral	neutral	neutral	neutral	2.0	2.0	1.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
165_wo_o	wo	o	カラフルな建物の前を数人の人々が歩いている	人々が、たくさんの壁画がある建物の内側を歩いている	数人の人々がカラフルな建物の前を歩いている	neutral	2.3	neutral	neutral	neutral	neutral	2.3	3.0	2.0	2.0		文Aが不自然	
5004_wo_o	wo	o	引き出しを犬が開けていて、中に潜り込んでいる	大きな猫がプラスチック製の引き出しを足で開けていて、中に跳び込んでいる	犬が引き出しを開けていて、中に潜り込んでいる	neutral	3	neutral	neutral	neutral	neutral	2.3	2.0	2.0	3.0			
4064_ni_d	ni	d	男性家の中いて、近くの標的にナイフを投げている	男性は戸外にいて、近くの標的ナイフを投げている	男性が家の中にいて、近くの標的にナイフを投げている	neutral	3.5	neutral	neutral	neutral	contradiction	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Bが不自然	文Aが不自然
6842_de_d	de	d	二人の幼少の子供街路おもちゃの自動車で遊んでいる	二人の幼少の子供が街路でぶらぶら遊んでいる	二人の幼少の子供が街路でおもちゃの自動車で遊んでいる	neutral	3.7	neutral	entailment	neutral	neutral	3.0	4.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3377_ni_o	ni	o	三輪車に男の子は乗っている	男の子は三輪車に乗っていない	男の子は三輪車に乗っている	contradiction	4	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
9523_ni_c	ni	c	二人の男性に海の中が立っている	二人の男性が深い水の中に立っている	二人の男性が海の中に立っている	neutral	3.3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2143_wo_o	wo	o	ジャガイモの皮を女性がむいている	男性はジャガイモを薄切りにしていない	女性がジャガイモの皮をむいている	neutral	2.5	neutral	neutral	neutral	neutral	2.0	1.0	2.0	3.0			
8286_de_d	de	d	水フィールド座っているサッカー選手に飲まれている	男性が草地の上に座っていて、水のボトルから飲んでいる	水がフィールドで座っているサッカー選手に飲まれている	neutral	3.3	neutral	neutral	neutral	neutral	2.0	3.0	2.0	1.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8904_ni_c	ni	c	女性に柱が寄りかかっていて、人々に囲まれている	男性が柱に寄りかかっていて、人々に囲まれている	女性が柱に寄りかかっていて、人々に囲まれている	neutral	3.7	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0		文Aが不自然	
2558_wo_o	wo	o	ギターをある人が片付けている	ある人がギターを弾いている	ある人がギターを片付けている	neutral	2.5	neutral	neutral	neutral	contradiction	2.7	3.0	2.0	3.0		文Aが不自然	
8508_ni_d	ni	d	白と黒の服を着ている二人の女性ベンチ座っている	白と黒の服を着ている二人の男性がベンチに座っている	白と黒の服を着ている二人の女性がベンチに座っている	neutral	3.7	neutral	neutral	neutral	contradiction	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
9933_ni_c	ni	c	その人に白い氷の上が立っていない	女性がジャガイモの皮をむいている	その人は白い氷の上に立っていない	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8390_ni_o	ni	o	男性が遠方を見つめていて、後ろに人々があるビルの間を歩いている	ある人が遠方を見つめていて、人々が後ろにあるビルの間を歩いている	男性が遠方を見つめていて、人々が後ろにあるビルの間を歩いている	entailment	4	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0		文Aが不自然	
6652_ni_d	ni	d	白いドレスを着た女性と青いドレスを着た女性ステージのそば立っている	白いドレスを着た女性と青いドレスを着た女性がステージに立っている	白いドレスを着た女性と青いドレスを着た女性がステージのそばに立っている	neutral	3.3	neutral	neutral	neutral	entailment	4.0	4.0	3.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
5332_ni_d	ni	d	男性プール潜っている	男性がプールから跳び出している	男性がプールに潜っている	neutral	2.7	contradiction	contradiction	neutral	contradiction	3.0	3.0	2.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3328_wo_d	wo	d	女性ハーブ薄切りにしている	女性がハーブを薄切りにしている	女性はハーブを薄切りにしている	entailment	5	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
2301_de_o	de	o	湖で女性がウェイクボーディングをしている	女性が湖を見ている	女性が湖でウェイクボーディングをしている	neutral	3	neutral	neutral	neutral	neutral	2.3	3.0	2.0	2.0		文Aが不自然	
9568_ni_d	ni	d	高齢の女性ベンチ座っていて、灰色のジャケットと黒いズボンを着ている	女性はベンチに座っていて、灰色のジャケットと黒いズボンを着ている	高齢の女性がベンチに座っていて、灰色のジャケットと黒いズボンを着ている	entailment	3.7	entailment	entailment	neutral	entailment	4.7	4.0	5.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4493_ni_o	ni	o	髪に女の子がブラシをかけている	男の子が髪を整えている	女の子が髪にブラシをかけている	neutral	2	neutral	neutral	neutral	neutral	3.3	3.0	3.0	4.0			
8526_wo_d	wo	d	金色と紫色の服を着た女の子レインボーアフガンつかんでいる	金色と紫色の服を着た男性がレインボーアフガンをつかんでいる	金色と紫色の服を着た女の子がレインボーアフガンをつかんでいる	neutral	3.7	neutral	neutral	neutral	neutral	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4180_wo_d	wo	d	女性ナス薄切りにしている	女性が野菜を切っている	女性がナスを薄切りにしている	entailment	3	entailment	entailment	neutral	entailment	3.7	3.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
9124_wo_c	wo	c	インドの服を着て手にヘンナを着けている男性を書類作成がしている	インドの服を着て手にヘンナを着けている女の子が書類作成をしている	インドの服を着て手にヘンナを着けている男性が書類作成をしている	neutral	3.7	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9852_ni_c	ni	c	怖がっている小さな男の子にクライミングウォールの上がいる	男性は鳥かごの隣に座っている	怖がっている小さな男の子がクライミングウォールの上にいる	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
1926_ni_o	ni	o	フライパンに女性はオイルを注ぎ込んでいない	女性はフライパンにオイルを注ぎ込んでいる	女性はフライパンにオイルを注ぎ込んでいない	contradiction	4	contradiction	contradiction	contradiction	contradiction	3.7	3.0	4.0	4.0			
8962_de_c	de	c	五人の年を取った大人のグループで屋内がダラダラ過ごしている	少人数のグループの人々が立っていて、二人がカウチに座っている	五人の年を取った大人のグループが屋内でダラダラ過ごしている	neutral	2.3	neutral	neutral	neutral	neutral	1.7	3.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
6803_de_o	de	o	フィールドの端の近くで紫、白、黒の服を着た選手はプレイをしている	黒人の選手は白人の選手に紫色のフィールドの端の近くでプレイをさせている	紫、白、黒の服を着た選手はフィールドの端の近くでプレイをしている	neutral	3	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0			文Aが不自然
7231_de_c	de	c	緑色のシャツを着ていない人で緑の草地の上が高くジャンプしている	幼い男の子が両膝を曲げ両腕を広げて空中にジャンプしている	緑色のシャツを着ていない人が緑の草地の上で高くジャンプしている	neutral	2	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8557_wo_c	wo	c	茶色の犬を乾いた草地で横たわっている黒い犬が見つけている	灰色の毛の柔らかな犬が草地で走っていて、茶色の犬が見つめている	茶色の犬は乾いた草地で横たわっている黒い犬を見つけている	neutral	2.3	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0			文Aが不自然
8807_de_c	de	c	犬で水域の中が泳いでいない	犬が水域の中で泳いでいる	犬が水域の中で泳いでいない	contradiction	4	neutral	neutral	neutral	contradiction	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3160_wo_o	wo	o	箱の上のテープを男性は切っている	男性は切られた箱にテープを貼っている	男性は箱の上のテープを切っている	neutral	2.5	neutral	neutral	neutral	contradiction	2.7	3.0	2.0	3.0			
199_ni_c	ni	c	誰かに黒と白のオートバイが乗り、シートの上で立ち上がっている	オートバイ乗りが白いオートバイのシートの上で立ち上がっている	誰かが黒と白のオートバイに乗り、シートの上で立ち上がっている	neutral	3.3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8260_de_o	de	o	海の近くの遊歩道で高齢の男性と女性がバイクに乗っている	中年の男性と女性が馬に乗って水域のそばの道路を走っている	高齢の男性と女性が海の近くの遊歩道でバイクに乗っている	neutral	2	neutral	neutral	neutral	neutral	2.0	2.0	1.0	3.0			
7366_ni_o	ni	o	山の頂上にある人が立っている	誰かが山の頂上に立っている	ある人が山の頂上に立っている	entailment	5	entailment	entailment	entailment	entailment	4.3	4.0	4.0	5.0			
694_ni_o	ni	o	裏の庭に毛のふわふわした黒い犬がいて、パスケットを口にくわえて運んでいる	裏庭にいる犬が、黒い毛皮を口にくわえたバスケットの中に入れて運んでいる	毛のふわふわした黒い犬が裏の庭にいて、パスケットを口にくわえて運んでいる	neutral	2.5	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0			
2101_ni_d	ni	d	綱男性上られている	ロープが男性によじ登られている	綱が男性に上られている	entailment	4	entailment	entailment	neutral	entailment	4.0	4.0	3.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
1666_ni_o	ni	o	穏やかな水面にボートの帆が映っている	ボートが水の上を穏やかに進んでいる	ボートの帆が穏やかな水面に映っている	neutral	3	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0		文Aが不自然	
7570_wo_c	wo	c	バイクに乗っている人を空中が跳んでいて、太陽がバイクのフレームを通して美しく揺らめいている	その人は自転車に乗って空中を飛んでいる	バイクに乗っている人が空中を跳んでいて、太陽がバイクのフレームを通して美しく揺らめいている	neutral	3	neutral	neutral	neutral	neutral	2.0	3.0	1.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8260_de_d	de	d	高齢の男性と女性海の近くの遊歩道バイクに乗っている	中年の男性と女性が馬に乗って水域のそばの道路を走っている	高齢の男性と女性が海の近くの遊歩道でバイクに乗っている	neutral	2	neutral	neutral	neutral	neutral	2.3	3.0	1.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
128_ni_c	ni	c	五人の子供たちに木造小屋の前が立っている	五人の子供たちが寄り添って立っていて、一人の子供が銃を持っている	五人の子供たちが木造小屋の前に立っている	neutral	2	neutral	neutral	neutral	neutral	1.7	2.0	1.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2611_ni_c	ni	c	猿にブルドッグがブラシをかけている	その犬にブラシをかけている猿は一匹もいない	猿はブルドッグにブラシをかけている	neutral	3	neutral	neutral	neutral	contradiction	2.7	2.0	2.0	4.0			
9486_de_o	de	o	茶色の草の野原で四匹の茶色の犬の群れが遊んでいる	茶色の草の野原で遊んでいる犬は一匹もいない	四匹の茶色の犬の群れが茶色の草の野原で遊んでいる	contradiction	3.7	contradiction	contradiction	contradiction	contradiction	3.3	3.0	3.0	4.0		文Aが不自然	
8840_de_c	de	c	小さな白い犬で芝生が走っている	小さな白い犬が芝生を走り抜けている	小さな白い犬が芝生で走っている	entailment	4	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
519_ni_d	ni	d	シルバーのバンツ、ピンク色のベルボトム、そしてピンク色のスカーフを身に着けている女性自転車乗っていない	シルバーのバンツ、ピンク色のベルボトム、そしてピンク色のスカーフを身に着けている女性は自転車に乗っている	シルバーのバンツ、ピンク色のベルボトム、そしてピンク色のスカーフを身に着けている女性は自転車に乗っていない	contradiction	3.3	contradiction	contradiction	neutral	contradiction	4.0	4.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4894_wo_d	wo	d	男性運動している	懸垂をしている男性は一人もいない	男性は運動をしている	neutral	2.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
69_de_d	de	d	二人の子供たち雪の中寝そべってスノーエンジェルを作っている	雪の中で寝そべってスノーエンジェルを作っているスノースーツを着た人は一人もいない	二人の子供たちが雪の中で寝そべってスノーエンジェルを作っている	neutral	2.7	neutral	neutral	neutral	contradiction	3.0	4.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
